,弹幕内容
2238,好兄弟  你币赢了
2239,哈哈哈
2240,笑死
2241,哦耶
2242,人人都是蒸汽姬
2243,留下dd
2244,班长快来
2245,哈哈哈
2246,还是个孩子啊
2247,笑死哈哈哈
2248,为了艺术
2249,拜拜啦
2250,淦淦淦淦
2251,摸到一手油
2252,留下基因
2253,男主有够惨的
2254,洗衣姬洗衣姬洗衣姬洗衣姬
2255,哈哈哈哈哈你干嘛
2256,护食
2257,留下jio印
2258,留下脱氧核糖核酸
2259,老绅士了
2260,jiao，jiao，jiao
2261,留下jio 印
2262,下一部
2263,留下口水
2264,美月指导动作
2265,危危危危危危危危危危危危危危危危危危危危危危危危危
2266,危危危危危危危危危危危危危危危危危危危危危危危危危
2267,危危危危危危危危危危危危危危危危危危危危危危危危危
2268,陆地上的飞机
2269,神他丫的飞机
2270,各位请用手打字
2271,留下证明。
2272,留下眼珠子
2273,录音棚里趣事多
2274,留下个jio印
2275,jio印
2276,留下脚气jio
2277,~~~~~
2278,撒花
2279,好舍不得
2280,留下爪爪的印记
2281,留下染色体
2282,感谢陪伴
2283,juo印
2284,动作指导:搓澡的门师傅
2285,轴心国轰炸机?
2286,留下jio印
2287,拜拜
2288,留下一杯乌龙茶
2289,身体很拒绝，但心里很诚实
2290,细节好评！！！
2291,川剧精髓
2292,爪爪
2293,摸头点赞，拒绝再战
2294,留下jio气
2295,摸你的头，吃你的分，好兄弟
2296,下部番见
2297,留。   懂。  
2298,几个了都……
2299,留下jio印
2300,oppoa5
2301,下一集见
2302,有画面了
2303,hhhh
2304,缘分的天空
2305,左下角高能
2306,多谢各位大哥的提醒
2307,大卫蒙了
2308,好快就结束啦
2309,臣附议
2310,臣附议
2311,留下jiojio
2312,分明是你自己也想看
2313,正确的捂睛方式
2314,按耐不住心中的好奇。。。
2315,后会有期
2316,2倍数新世界
2317,流下小蝌蚪
2318,那一天，她成长了
2319,撒花
2320,留下jio印，感谢陪伴
2321,大好笑了
2322,艺术不需要马赛克
2323,撒花，感谢陪伴
2324,水虫を残す.
2325,每集都说你没偷袜子，不然你就偷了
2326, 感谢陪伴的个脚印
2327,留下手印
2328,就是肝没有别的
2329,嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿
2330,工口工口
2331,awsl
2332,花花
2333,留下脚印
2334,mingming
2335,留下爪气
2336,jio气
2337,等下，，这个bgm！！
2338,填空题：缘_空
2339,嘿嘿嘿
2340,你再骂！
2341,天秀
2342,是魔鬼呀！
2343,嘿嘿嘿嘿嘿嘿嘿
2344,高手
2345,jiojio
2346,115人了
2347,裤子动了
2348,妖精的右脚画反了
2349,不好意思，看成拿下门顶门了
2350,动作指导:勇太
2351,留jio印
2352,jio
2353,留下jio气
2354,撒花
2355,嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿
2356,嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿
2357,留个jio印
2358,完了
2359,留下jio气
2360,脚印
2361,脚印
2362,肥料就用金坷垃
2363,撒花撒花
2364,挖槽
2365,哈哈哈
2366,挖 槽
2367,征村之奥义：秒变脸挪几自
2368,果断卖哥
2369,臣卜木曹
2370,吼吼吼吼吼吼吼
2371,留下吻痕
2372,留下吻痕
2373,嘿嘿嘿
2374,13来过
2375,wc￼
2376,印迹
2377,厉害
2378,一上午肝完，留个抓
2379,亲上去
2380,亲一个
2381,留下个泡泡茶壶
2382,xs
2383,jio
2384,来自火影玩家的摸头
2385,多猩猩抬个肾呐
2386,印迹
2387,留下jio气
2388,血亏啊
2389,留下脚印
2390,留下罪证
2391,逐渐变态
2392,撒花
2393,航空史密斯
2394,散花～
2395,留个鸡爪
2396,留个小jiojio
2397,留个爪
2398,留个脚印
2399,都是老绅士了
2400,求男主视角
2401,！！！！！！！！！！！！！
2402,留个jio印
2403,老绅士了
2404,男孩子在家要注意保护好自己呢
2405,正确的捂脸方式
2406,前方高能
2407,留下脚印
2408,爱死纱雾了，期待下一季
2409,男主萎了12集
2410,撒由那拉
2411,大卫觉得很淦
2412,留下DNA
2413,啊伟偷妹子
2414,头都给笑掉
2415,留下脚印
2416,留个爪印
2417,留下印记
2418,留下瓜子
2419,。。
2420,火影玩家暴怒
2421,嘴角疯狂上扬
2422,色影师满汉全席
2423,感谢
2424,嘴角疯狂上扬
2425,埋化
2426,叫多一个来看
2427,出大问题
2428,色影师加鸡腿
2429,撒花                   脚印
2430,留下脚印
2431,多谢提醒
2432,留下爪爪
2433,留下印记
2434,啊啊啊
2435,炯印
2436,盲猜真空
2437,嘿嘿嘿嘿嘿嘿嘿
2438,留下一根手指头
2439,留下小脚印
2440,留下口水
2441,前方高能
2442,留个印
2443,完美撒花
2444,俺也一样
2445,留下脚印jpg
2446,爪子
2447,前方名场面
2448,留下jio印度
2449,完了！？
2450,缘の空
2451,连肝十二集
2452,兄弟你人格尊严呢？
2453,臣附议
2454,真.文艺复兴
2455,近处名场面
2456,留下jio比
2457,嘴角疯狂上扬
2458,艺术不需要马赛克
2459,飞机？
2460,车车
2461,男孩危
2462,老绅士了
2463,留个jio印
2464,可以可以
2465,感谢陪伴
2466,下季见咯
2467,留下脚印
2468,留个爪爪
2469,留jio
2470,留下精y
2471,kimoji
2472,留下狼jio子
2473,没蛋蛋
2474,多猩猩抬个肾啊
2475,多猩猩抬个肾啊
2476,留个脚印
2477,到此一游
2478,留下脚却
2479,留下jiao印
2480,动作指导：小理
2481,爪子
2482,爪子留下
2483,必须挖宝
2484,留个jio印袄
2485,留下jio印
2486,留下脚印
2487,留下猫爪
2488,留下jio印
2489,上头了
2490,好可爱啊
2491,绅士的目光总是相同的
2492,泪目
2493,嗯，确认过是亲妹
2494,jio
2495,狙击枪干就完了
2496,好短
2497,留下脚印
2498,感谢陪伴袄留下jio印
2499,下一季见
2500,下车
2501,留下一个没舔过的包
2502,留下爪爪
2503,下车了
2504,jio
2505,前方高能。。。
2506,前方高能。。。
2507,这才是一个真正的老绅士
2508,nice
2509,12集没跳过OP
2510,摄影师今晚霸王龙腿里找饭
2511,感谢
2512,留个爪子
2513,给你摸秃了，让你摸
2514,撒花！！
2515,咱们某花见
2516,没了。。。。555
2517,留下ji o印
2518,所以说，那个班长是干啥的，都多少集了
2519,哈哈！
2520,屏幕面前的你们收起姨母笑
2521,留下尾巴
2522,留个爪子
2523,噢耶！
2524,前方高能
2525,没见过不会画
2526,嘿嘿嘿
2527,舒服吗？
2528,ji o
2529,留下爪爪
2530,留下jio印
2531,大卫太tm秀了
2532,下一站：中二病也要谈恋爱
2533,一本正经的说糟糕的台词！
2534,留下爪印
2535,无人区无人区
2536,精神小伙
2537,留个jio印
2538,留印
2539,留印
2540,niconico咋成niyaniya了
2541,niyaniya草
2542,感谢陪伴。。留个爪爪呀
2543,期待下季 
2544,让她观摩一下吧
2545,留下个大爪爪
2546,下车了
2547,没！蛋！蛋！
2548,留下jio印
2549,多星星抬个肾呐
2550,留下脚印，下季在见喽
2551,日柜
2552,连肝12集
2553,哟西哟西
2554,jio印
2555,拜拜
2556,精准降落，留下jio印
2557,糟糕的台词
2558,你TM笑什么？
2559,“做”
2560,班长没戏份了？
2561,留下jio气
2562,一看就知道没怎么上生物课
2563,留下肾
2564,不对，咋有点像精灵亚丝娜？！
2565,留下jiao应
2566,下季再会
2567,留下jio印
2568,下一季见
2569,小手一o
2570,大へんたい
2571,留下jio印
2572,留下脚印
2573,发色很合适
2574,有机可乘左下角快看
2575,下一季见～
2576,夏和小配音太可爱了
2577,一晚上肝完
2578,这就完了？
2579,留下沙皇核弹
2580,留下爪爪
2581,狙击大队准备
2582,楼上的两个腰已经快断了
2583,什么时候上的火箭？
2584,结束了，大家都散了吧
2585,留下jio印
2586,多猩猩抬个肾呐
2587,好快
2588,爱了爱了
2589,留下jiao骑
2590,班长呢
2591,又是一个不眠夜
2592,男孩子在家要保护好自己
2593,留下脚印
2594,留下小jio印
2595,撒花撒花～
2596,这能忍，摸回去
2597,留下。。。额
2598,拜拜拜拜拜拜各位
2599,留下眼睫毛
2600,留下脚印。
2601,男主用苹果7
2602,留下脚印。
2603,进来做做
2604,留下爪爪
2605,妙啊
2606,先生的好活那个是魔鬼吧
2607,动作指导：康娜，才川
2608,这集摄影师和上集摄影师一桌
2609,小蝌蚪的魔鬼
2610,名场面预定
2611,没！蛋！蛋！
2612,奇怪的声音
2613,没！蛋！蛋！
2614,帐篷？
2615,你还搁这杵着
2616,嘿嘿嘿嘿嘿嘿
2617,爱了爱了
2618,终于出场了
2619,！！！！！！！！这才是高手啊！！！！！！！
2620,夏季间。
2621,◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣已经高能◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣
2622,◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣已经高能◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣
2623,埃罗芒阿赛高！
2624,文艺复兴
2625,阿帕茶
2626,有的兄弟看着看着就点进了llq…
2627,这能忍？摸回去啊
2628,按F薅掉
2629,nope
2630,哈喽
2631,下一季见铁子们
2632,下一季见铁子们
2633,？？？
2634,撒花花
2635,留个爪印
2636,拜拜！感谢陪伴！！！！！！！！！！
2637,建议屏蔽：留下
2638,这个姿势。。。
2639,妙啊
2640,留给爪爪
2641,名场面预警
2642,留个爪爪
2643,下一站魔法少女伊莉雅
2644,前方高能
2645,全部留下
2646,原形毕露
2647,组团偷妹（1/1）
2648,闭眼体会
2649,瞬间变脸
2650,嘿嘿嘿嘿嘿
2651,wow
2652,楼上的快没了
2653,超音速飞机
2654,真是一个小机灵鬼
2655,童年阴影
2656,妙啊
2657,流批流批
2658,留个小爪爪。
2659,真是米老鼠吃了妙脆角进了妙妙屋，妙到家了
2660,嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿
2661,没！蛋！蛋！
2662,摸头点赞
2663,摸头点赞拒绝再战
2664,NB
2665,留下无限麦茶
2666,留个爪
2667,是你有想法
2668,配音棚里欢乐多
2669,人民警察不会相信你的鬼话的。
2670,留个脚印
2671,留下juo印子
2672,大脑在颤抖！！！
2673,猪突猛进
2674,火影玩家表示疑惑
2675,她在狂笑。
2676,留下双手
2677,还会不会有下一季啊
2678,紗霧、愛しています
2679,摩擦摩擦摩擦摩擦
2680,◣◥◣◥◣◥◣◥◣◥◣◥◣前方高能◥◣◥◣◥◣◥◣◥◣◥◣◥
2681,前方高能！！！！！！
2682,高能高能！！！！
2683,摄影师今天鸡腿找饭
2684,留个GG
2685,留下生命起源
2686,◣◥◣◥◣◥◣◥◣◥◣◥◣前方高能◥◣◥◣◥◣◥◣◥◣◥◣◥
2687,FBI        Open      the       door
2688,这不就很可爱的嘛
2689,兄弟们，感谢陪伴
2690,鸭梨，手机
2691,留个脚印
2692,下季再会
2693,下一站:伪恋
2694,3女一男，看来有事情要发生，嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿
2695,奇怪的姿势增加了
2696,留个爪印
2697,还有后宫
2698,说扇贝的过分了啊
2699,嘿嘿嘿
2700,谁叫你不亲她
2701,OP抖一抖，小手就没有
2702,下一季呢
2703,有下一季吗
2704,打什么马赛克！？
2705,没蛋蛋
2706,没蛋蛋
2707,脚印
2708,色影师今天吃一卡车鸡腿
2709,留下泡泡茶壶
2710,就这？
2711,哈哈
2712,纳里
2713,铁板桥
2714,熟悉的煎鸡蛋
2715,留个爪
2716,留下自己的脚印
2717,楼上的两个人要哭了
2718,留个爪爪
2719,去一趟总站
2720,？？？
2721,工口就是：工人阶级精神口粮。
2722,下部见
2723,撒花
2724,最可爱的地方？
2725,撒花
2726,拜拜了
2727,wc
2728,人言否
2729,小埋行为
2730,安全降落
2731,留下猪蹄
2732,和枫相反
2733,爱的曲奇哈哈哈哈
2734,给米国空投弹药
2735,万恶的摸头杀
2736,？？？
2737,车门已锁死
2738,前方高能
2739,这个马赛克好恐怖
2740,撒花
2741,小手一抖，OP没有
2742,魔鬼
2743,你就这点出息？
2744,呦西呦西
2745,拜拜了
2746,继续肝
2747,别吃！里面有电脑配件！
2748,留个爪子
2749,工具人政宗
2750,医学奇迹
2751,阿巴阿巴阿巴阿巴
2752,这不是康娜玩的游戏么
2753,文艺复兴
2754,这不是康娜和才川……
2755,缘分的天空……
2756,宁就是万雌王
2757,留个小爪爪
2758,什么空？
2759,这一天你们成长了
2760,让班长来看
2761,eeeeeeee
2762,男孩子在家要保护好自己
2763,他还是个男孩子啊
2764,孩子是无辜的啊
2765,老绅士出马
2766,这tm怎么过的审
2767,◥◣
2768,◥◣◥◣◥◣
2769,中に紛れ込む
2770,给他演示一下，兄得
2771,相扑ing
2772,彼得帕克
2773,超工口
2774,轰逗你?
2775,妈见打
2776,！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
2777,眼神指导食蜂
2778,嘿嘿嘿嘿嘿嘿嘿嘿嘿
2779,超工口的
2780,左下角马赛克歪了hhhhh
2781,可爱的地方嘿嘿嘿
2782,纱——————雾————
2783,名场面
2784,互相补刀
2785,车门已焊死
2786,留个爪爪
2787,忽略马赛克
2788,投币
2789,摄影师加鸡腿
2790,世界名画
2791,纱——————雾——————
2792,老绅士了
2793,留印
2794,无中生码
2795,嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿
2796,下车
2797,留下基因
2798,前方高能
2799,请静止你的松岗行为
2800,撒花
2801,啊超快的车车
2802,好快的车车！
2803,好快的车
2804,摄影师在？鸡腿要吗
2805,哈哈哈哈哈啊哈哈哈
2806,臣附议！！！
2807,全裸
2808,全裸
2809,全裸
2810,全裸
2811,全裸
2812,害，这就完了
2813,留个爪几
2814,班长
2815,脚印
2816,危险发言
2817,突然想起基地里面假装摸头发就会很兴奋的小姐姐
2818,这些泡泡茶壶都是什么鬼
2819,火影玩家:小子等着
2820,洗衣姬！！！
2821,FBI  Open  the  door!!
2822,阿伟都偷了12集的妹子了，还没成吗
2823,妹妹最终也没能从屋子里出来
2824,那一刻，她长大了
2825,小短腿
2826,留个脚印
2827,???
2828,奇怪的后宫增加了
2829,名场面哈哈哈
2830,录音室里欢乐多
2831,R-18瞩目
2832,进度君撑住
2833,这个“摸”用的好
2834,掰掰了
2835,恶魔
2836,所以这码在打哪里
2837,附议
2838,太强了
2839,？？？/
2840,鼓掌
2841,放过那俩女孩
2842,正确捂眼方式
2843,喂喂喂，你车轱辘飞了
2844,留下物资
2845,看见了金坷垃。。。
2846,动作指导:小埋
2847,留下爪爪
2848,撒花
2849,真就开飞机呗
2850,前方高能
2851,谢谢大兄弟
2852,留下蝌蚪
2853,没蛋蛋～
2854,辉夜在狂笑
2855,下车
2856,下一站：辉夜大小姐
2857,有下季吗啊啊
2858,   Friend。
2859,泡泡茶壶出来走程序
2860,泡泡茶壶出来走程序
2861,.◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣前方高能◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥
2862,危危危危危危危危危危危危危危危危危危危危危危危危危
2863,你认真的吗？
2864,完美撒花
2865,期待期待
2866,上集彩蛋，懂？
2867,好臀
2868,打开头盖骨的过分了
2869,高能高能高能
2870,留个脚印
2871,前方高能高能高能高能
2872,到此一游
2873,留下染色体
2874,没蛋蛋
2875,留下微笑
2876,梅花三弄
2877,她在狂笑
2878,你好淡定啊
2879,留下脱氧核糖核酸
2880,名场面预警
2881,名场面
2882,玩坏了
2883,楼上的已经被玩坏了
2884,那一天，他们长大了
2885,男孩子在外要保护好自己
2886,哼(ˉ(∞)ˉ)唧
2887,到此一游
2888,⸮¿?⸮¿?⸮¿?⸮¿?⸮¿?⸮¿?⸮¿?⸮¿?
2889,老绅士了
2890,loux
2891,妙啊
2892,嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿
2893,嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿
2894,难阿
2895,画的好细节
2896,没蛋蛋—————————————
2897,啊。。这
2898,米开朗基罗
2899,楼上的两位……
2900,撑住啊
2901,留下纱雾
2902,长大了
2903,小手一抖，这是哪里？
2904,撒花
2905,无人区印爪
2906,？？？
2907,留下一条腿
2908,留下硬币
2909,期待下一季，感谢陪伴？
2910,留，下，见
2911,期待下一季
2912,纱雾！！！！
2913,留下爪爪
2914,这不就有一个现成的嘛
2915,留个泡泡茶壶
2916,无人区啊
2917,弹射起步！！！！
2918,一夫亿妻
2919,你他娘真是个天才
2920,wc
2921,秒啊
2922,中文听力
2923,啊啊 啊 啊啊  没看够啊
2924,糟糕的台词
2925,首尾呼应
2926,啊超快的车车
2927,连肝12集
2928,留下核糖体
2929,正宫の怒火
2930,不愧是你
2931,火影玩家表示很愤怒
2932,敌羞吾去脱他衣。！
2933,和失去你相比  怎样都无所谓
2934,躺枪的小孩
2935,乌拉
2936,真正的绅士
2937,奇怪的知识增加了
2938,哦~就这样这句话意味深长啊~
2939,◥◣
2940,这是要干什么？
2941,男主情商好高
2942,OP真的好好听呀
2943,是不是该脱了
2944,太草了罢
2945,封号斗罗
2946,锅包肉的传人呀
2947,期待下一季
2948,留下硬币
2949,留下体液
2950,各位绅士下一季见
2951,电话叫一个不就好了
2952,前方露机高能
2953,这不是本土特产吗
2954,世界名画
2955,留下猫爪
2956,摸了一头油
2957,附议
2958,前面说肾好的是个人才啊
2959,咪蛋蛋
2960,留个脚印
2961,画面自行脑补（滑稽）
2962,日墙了都
2963,有人想起惠了吗
2964,火影玩家觉得很干
2965,摄影师今晚吃国宴
2966,呦西
2967,她也不知道，让后…
2968,留个爪
2969,九折？九折？
2970,啊哈哈
2971,自己也
2972,自己也想看
2973,正确的捂眼方式
2974,噢吼
2975,没蛋蛋
2976,留个爪印！！！
2977,哦吼
2978,感谢各位陪伴
2979,蛋！！！
2980,摸头点赞，拒绝再战
2981,哈哈哈
2982,出大问题
2983,留下液体
2984,少年好颜艺
2985,来来来
2986,留个爪
2987,纱雾你才是最好色的
2988,留下人才
2989,人民警察不会听你解释的
2990,留个爪印
2991,人民警察不会听你们解释的
2992,留下
2993,錄音室裡樂趣多
2994,前方高能
2995,FBI open up
2996,老夫去去就来
2997,私の小さなnuはかわいいですね
2998,◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣◥◣前方高能◥◣◥◣◥◣◥◣◥◣◥◣◣◥◣◥◣◥
2999,就这？
